Category,Family,File Name,Undetected Rate,Detected Rate
instruction_change,win.trojan.dropper,5bc2eb654e4cb0915a6aa7040b53ba38fb8cb7a907cc0c5c4eced7a987643d13.json,21.88%,78.12%
instruction_change,win.trojan.magania,ead694051171b39930955f7d47d6b51ec4f345a1a01e16b8b570af2d8b1cdc96.json,81.25%,18.75%
instruction_change,win.trojan.teslacrypt,c03b15742f349abdb6ff44fcdd04be9fd0a61f57f238ca7f453304995766ac71.json,84.38%,15.62%
instruction_change,win.trojan.teslacrypt,adf782e86608c56d1305fe885a1dd7274e6fc99dd6b9587ac33b913916e254ad.json,83.87%,16.13%
instruction_change,win.spyware.22308,1cfc4c0d683192cfa1446520d33f425b5a68ad8722d0ebc83dec38e81e4e2cf5.json,58.06%,41.94%
instruction_change,win.malware.ulise,fe714e0c9393bc3bba151c62ef0050b857e70653da44ba5895a4e72165461808.json,84.38%,15.62%
instruction_change,win.malware.ulise,4e24ed02fbf8564d12e752547c73327b18e5d14e188040d0b6fc54bd935fbb06.json,84.38%,15.62%
instruction_change,win.malware.ulise,33cb567562c38b59e044ff8b92da621c2d6625c5e40c0a94d42274ca942ce181.json,84.38%,15.62%
instruction_change,win.malware.ulise,43ee739b73e35d3134fe3def1f32f0e4178d024dcca3ec57e39b226dca021b3c.json,84.38%,15.62%
instruction_change,win.malware.ulise,2dc73c9c89fc8ac16a8804be6ee18eca77594f1f1e77b7c71fbe12a29bb5c37e.json,84.38%,15.62%
instruction_change,win.malware.ulise,b1c4460b9967985862e8998c1cceba8424f023c0eb5ca6163d7b9b54b41f38ad.json,84.38%,15.62%
instruction_change,win.dropper.zeus,94efa32b73992f69ed5a23f81a7c75f72e4fed6f877e48fc0c5c3b6bd8123c2f.json,21.88%,78.12%
instruction_change,win.trojan.fakeav,7566c057478e4bd10b44965417c63b7e28aa4ad4679bac7502d2da07e3f32621.json,65.62%,34.38%
instruction_change,win.trojan.inject,4b20937d2f09872bdb78359d0df30b554d514c7f2df07c4026f99c859b09d1f1.json,81.25%,18.75%
instruction_change,win.trojan.injector,7df70b8c0ac04259b3586c084cccfcd088aee66a4892e4b73771643042ee11ac.json,84.38%,15.62%
instruction_change,win.trojan.kryptik,02fbc59091a54f1f39890d4372d8784cbc8f8df5a5052123e34113e2d74aa1c1.json,78.12%,21.88%
instruction_change,win.trojan.hupigon,80a66d68393a148904b1c09797e38ac08bb97c622c7995c4c49f7c1b8268216a.json,81.25%,18.75%
instruction_change,win.trojan.vbkrypt,51fb59070303b7dbab97da8bbd8f45ad1df90922817107cb46853045eea1b206.json,81.25%,18.75%
instruction_change,win.packed.ufrstealer,5a7f019ebc03ab96a85dd43c3b73d5e57bdcbea91f3a5530115d5d1c17faa4cb.json,84.38%,15.62%
instruction_change,win.trojan.critroni,b3c92d7a9dead6011f3c99829c745c384dd776d88f57bbd60bc4f9d66641819b.json,68.75%,31.25%
instruction_change,win.trojan.usteal,b14722ddccddc25c97165aa1d4ffbb8762a992e93eb43d881e8057bb93a40f0a.json,68.75%,31.25%
instruction_change,win.trojan.usteal,050eb7374d5592aca792214f3d927dde50fcd7d0cbf074a7d60fb552d81be4dc.json,59.38%,40.62%
instruction_change,win.trojan.cryptotorlocker2015,1d773d866966940f042d442b9e0cec638e733a83f7137cbdd4e70d4cb9803ada.json,81.25%,18.75%
instruction_change,win.trojan.cryptotorlocker2015,8b1c6d1c4df109ef648f36a31e59e492c9752b0acf0eea26a0a75b2398c5d86c.json,46.88%,53.12%
instruction_change,win.trojan.tdss,2965316448584fc1daf50ca22fe6bd4d06bed91f739a970861c71b824638b8a9.json,53.12%,46.88%
instruction_change,win.adware.spysheriff,d2c49efc55a5478b04e397cdf872200fb31dfcddca2c49cde46dffa41d49a9a1.json,62.50%,37.50%
instruction_change,win.dropper.fareit,b6deb448fb39b7fc0f610d0e75fd8f489c2e9312e55064b41a36b9fc87804303.json,19.35%,80.65%
instruction_change,win.dropper.fareit,539ed525b9d70bba9efef76d095475f8ca0660e5619f41f987022c2dea89a269.json,18.75%,81.25%
instruction_change,win.dropper.fareit,3e0f1bc16bf3d96a1cb435e343787ffaa4fbb8ae871e9651788049dad1b50c04.json,21.88%,78.12%
instruction_change,win.dropper.fareit,1b275307e7004a786d7995f25ec43db82fffbc949d80c8c2adcde6c328f6558f.json,18.75%,81.25%
instruction_change,win.dropper.fareit,724f6265477070ec6199759eb17aea3ef7ef4c752f5a805f04c1a6a8bee861d8.json,22.58%,77.42%
instruction_change,win.dropper.fareit,b639862b122a9f2a48e3304e87639905b23d7c09fe3657c61d189f8ae472fd43.json,19.35%,80.65%
instruction_change,win.dropper.fareit,27c5932d1f057bdea26b63297776e5c583dbaa18448634f2b5c434da95d4f507.json,21.88%,78.12%
instruction_change,win.dropper.fareit,b0461d94adfacdb0bae7ab338677499008a25f7766906b336f5bfcc07c213c40.json,18.75%,81.25%
instruction_change,win.dropper.fareit,f3fd9fd9606a54148d6cd5dc39f9f8142d311dbb3bc344d9ea59cd4ac66d1c2d.json,19.35%,80.65%
instruction_change,win.dropper.fareit,b2f4920c89f4bfcc7d1a8e54c842fc8dd087335362069bbd4ddd459ef7831852.json,18.75%,81.25%
instruction_change,win.dropper.fareit,7047468f505a123f56ccbd269d7a068c4386bd8f362c93e1c3debe636872cf49.json,18.75%,81.25%
instruction_change,win.dropper.fareit,6ec3c496e9c309b1db509895d1620046a36bfa1266c5e92237225e8f9ce7de76.json,15.62%,84.38%
instruction_change,win.dropper.fareit,8617213184f3a4e7136b572f681ec3ecfeb5ec4b255ce5c1860d6cab87731337.json,21.88%,78.12%
instruction_change,win.dropper.fareit,fb4e50f969b7fcf3f5547ad9b50ed7b2fa00326b952a11a90e75488715504fff.json,18.75%,81.25%
instruction_change,win.dropper.fareit,4723b9fd6a999150c2bac75aac6b473665c59ef253f0c8a4e0ab2816882d8d0a.json,18.75%,81.25%
instruction_change,win.trojan.shiz,bbdf913509673e6abdae0630c5abb5d0ca2eb14ab0fae0a48af3cdf20c5c4f93.json,58.06%,41.94%
instruction_change,win.trojan.shiz,1e0c2b85cfe4b4d6edce3c3e70d2f011a3ccbee557ca7b32231997c1a64603bd.json,53.12%,46.88%
instruction_change,win.trojan.shiz,c551ab989ccd5da45f66cd6f9336ec9ca6389ec9591f57498244e68c4273fcca.json,56.25%,43.75%
instruction_change,win.trojan.shiz,c1299154414a410f88f73dbed532efe32d3cd4675c15a3a85c782bc69b455bea.json,59.38%,40.62%
instruction_change,win.trojan.shiz,6c2c9a927f270f4f0ff706fe94a6c829abe26b6814c3d263335f8cdfba414716.json,59.38%,40.62%
instruction_change,win.trojan.shiz,b8e482bed369b47f9c3dea56f211f5e3b698ab038755b474d48a76d8f1af2a6b.json,53.12%,46.88%
instruction_change,win.trojan.shiz,a7ad6e236fd172fba8a5d24fb5c14b077f8496f0f4df6e356c52529e03283e71.json,59.38%,40.62%
instruction_change,win.trojan.shiz,d5b6cf4a4a60b12eaf07f7fcdb8eb05ff3a939bfc5d084d25e44c4b226ea2e0c.json,56.25%,43.75%
instruction_change,win.trojan.shiz,1ad26d8e32e2566e5e34cc13058c9fe21adde97474da05d1b1b2ead8abf4ef1b.json,59.38%,40.62%
instruction_change,win.trojan.shiz,e36c0c98e45014d5d99099333f25a87027945ceecc96688489769a0348a49e6a.json,59.38%,40.62%
instruction_change,win.trojan.shiz,53ce5ee6dec4225cfc52c505d733cc248720d62dd8665ddb37a05b5224b0cf47.json,59.38%,40.62%
instruction_change,win.trojan.shiz,65c9d06d0c3872881c1544fe990d54f950419079a6542bfba7a9ac9523bbe44c.json,59.38%,40.62%
instruction_change,win.trojan.shiz,a713b698f9f9cd5227c70e67fe9957ab60c8205b9391db3fb4073352d39db78d.json,40.62%,59.38%
instruction_change,win.trojan.shiz,c1c9f041de4160c4145f04dd8ddfe40222baa80404339edb75eb965868a95247.json,53.12%,46.88%
instruction_change,win.trojan.shiz,3cb2c2a9d856f3f369ab6de2cecd305a8d81e0e93c2f0c41ce445d33c6bdbe00.json,53.12%,46.88%
instruction_change,win.trojan.shiz,bb0f04970b51f0aa38a208107607875a8be980cc407adaf844db63fb8ab512b0.json,59.38%,40.62%
instruction_change,win.trojan.shiz,29b9113bd03d039301ede557e559761f6df51353c23c8bba78581f82335320b4.json,59.38%,40.62%
instruction_change,win.trojan.shiz,1d26709f5afc640e1825ad27d6e49960b828c4224df3e5583575a1364c16ed3d.json,59.38%,40.62%
instruction_change,win.trojan.shiz,7f09f3f77ce0192d92ff30040ca2ce549193831327746750f3973ac7c21179fa.json,53.12%,46.88%
instruction_change,win.trojan.shiz,5d5ca1bbd7594cf26c8fdc912f90c5906b5118edbc836caaa7c3f61a73640293.json,59.38%,40.62%
instruction_change,win.trojan.shiz,77c2da11b26225199990a47fe58172fc6fab8afbd7454fcec84bc4fd207eda37.json,62.50%,37.50%
instruction_change,win.trojan.shiz,84d9e7ee30bb3c0729604358afd052a0b4271e220e004b2e2a7e78c94fbbf62a.json,53.12%,46.88%
instruction_change,win.trojan.shiz,3f8c8a4c2098fb40f48575d20dcfa70922d5f3edd68f8c7e1080b248bc41d539.json,54.84%,45.16%
instruction_change,win.trojan.shiz,05696c6f03ff6885d067b9c1eb246e0f041412f7b084df5e2873ee70bc44fd3c.json,46.88%,53.12%
instruction_change,win.trojan.shiz,c4279c7f1bdcebe5a1ad08d1603f7839fae5a728f35049e7cfb55ba8b3be804c.json,62.50%,37.50%
instruction_change,win.trojan.shiz,6ed40891c10b823cbd2db469e0c42b6030b8a9815ac108e3e541df2337dc81a0.json,59.38%,40.62%
instruction_change,win.trojan.shiz,989c23ea4ac3414715e7fc69b87e83f8e27e2b9a75be9e464b3d2b491dd04390.json,53.12%,46.88%
instruction_change,win.trojan.shiz,928f0094ae19fb0c3b5ec8a1e6fba5adb6e0b3a6cab795f740113a64196dc458.json,56.25%,43.75%
instruction_change,win.trojan.shiz,d0bea5c0feb19332218c2c0ae98fe2fe1c6b33570fe4eb3ba4d8d7f16bbd8915.json,56.25%,43.75%
instruction_change,win.trojan.shiz,8874d636dc17b258840c5328b05a8d4055b5150fb48ea9bba7b7fbf9952cf72b.json,59.38%,40.62%
instruction_change,win.trojan.shiz,cbbc73acd77610f0e8b3cfa3c5dd5d862ea126035c345aa7def233d2495f3163.json,59.38%,40.62%
instruction_change,win.trojan.shiz,cee001c96e80548e13a26754732f7a53ac5ea6e6e6c4f0e04d0d9c3f384d3acc.json,48.39%,51.61%
instruction_change,win.trojan.shiz,62209b65b45a7f4b87cd0f189f17c1ebfbe3c5fbb7252aa551c91fa8c782a177.json,56.25%,43.75%
instruction_change,win.trojan.shiz,f7f8d2890b8c689aa6e6e605becb530b654de0bd55f4550ab06f58e4c916034e.json,59.38%,40.62%
instruction_change,win.trojan.shiz,08468051fabc87f9a2c603652700c72217af8dce019ca492767869502f46f3c2.json,59.38%,40.62%
instruction_change,win.trojan.shiz,a0966a5fb7f183f9aaf9199169d5ed8f729160bfbd6f94b55585d1cf0f686fdb.json,62.50%,37.50%
instruction_change,win.trojan.shiz,76a4b2014b9e17c71ef64ba7fe3bba154bcc8c938e25a39cb66641247dac1d43.json,59.38%,40.62%
instruction_change,win.trojan.shiz,cad1681d6c62c2a13e737829a24675351aa82a569261b1b4602c8401397dcdc7.json,54.84%,45.16%
instruction_change,win.trojan.shiz,1cc632b8c6bdfb0f1980fc0df1ee8f86cf1b3a116c470111f9d124dd14e0deac.json,59.38%,40.62%
instruction_change,win.trojan.shiz,793b9f133cfb8d915bbf4adcbc0f1a85aff9b3b120df73110351101fccd28d7e.json,59.38%,40.62%
instruction_change,win.trojan.shiz,00255bab3a31b108a9de13b0944a50b5fa866dc53c139c2da04007b952b719ad.json,59.38%,40.62%
instruction_change,win.trojan.shiz,4eeab2e1925c36ce22e51f25c48e3611ec4ed8a9012f63190c59c0481cf445e3.json,59.38%,40.62%
instruction_change,win.trojan.shiz,3ca4b49ccf8ea2273c828295132ff032a0b7f377696721641cd47d57a17ce855.json,59.38%,40.62%
instruction_change,win.trojan.shiz,64a90ad84aae8f7dbaf20e35ef8ede93791a1e37be501973c961c5c834020e5f.json,56.25%,43.75%
instruction_change,win.trojan.shiz,61cf70674894564dc11efbda3a8761b06cd8aa73f74202ba35bd1357c69f9df8.json,59.38%,40.62%
instruction_change,win.trojan.shiz,542422a9fc602187b900dcba2b73e38d48f46c76537eb3f5d74ea04406492bdb.json,59.38%,40.62%
instruction_change,win.trojan.shiz,1f883d709b899a3cf4bd2fadb9ecea9442da06e692bd530c9670dc6fba56cb77.json,59.38%,40.62%
instruction_change,win.trojan.shiz,040235631a78909994d37d8f3ef2e7085d7e5d4a39d0f8eb743a0acbd0aae7f3.json,59.38%,40.62%
instruction_change,win.trojan.shiz,9b885c3d036a2f94b2352322383e6799aecb038d539f48054b91cc393168f725.json,53.12%,46.88%
instruction_change,win.trojan.shiz,95240679d23824f25241f44ebe57217d332c8c8cda0b1014953dfee6c596a339.json,53.12%,46.88%
instruction_change,win.trojan.shiz,5cb2c47784bc78d13134c56f72c9f175b3f57df44ec30449a3a73492c3cbf5ea.json,59.38%,40.62%
instruction_change,win.trojan.shiz,481d794b1706724c0d08e49100dfcc9ffa7bf356a8d2e428f95f1204219fe478.json,59.38%,40.62%
instruction_change,win.trojan.shiz,425c2969394640edf10043aef1ffaf7c014f0f9a76dcfe84817ed85bf52ded4c.json,59.38%,40.62%
instruction_change,win.trojan.shiz,77c53cfb542774e7773986ee4ab35c3f21711034e777b56c4961b4c9b628f457.json,56.25%,43.75%
instruction_change,win.trojan.shiz,8ab17a51c017db636e5581da541ad01d6c181b4ff91042ad89b1d5ee885a9651.json,59.38%,40.62%
instruction_change,win.trojan.shiz,65dea5696459ce41055d21206ee52092795aa2b93b0bf887bcae2a71dc2a6688.json,59.38%,40.62%
instruction_change,win.trojan.shiz,008dbd9cf44141a63f91f7065eb699bc754099362209ed66b575c6c3db71069b.json,53.12%,46.88%
instruction_change,win.trojan.shiz,d6af47f16f2cc66e8264d0b8607f06c8b9180c7b840c9b9589a1dcb60155513f.json,59.38%,40.62%
instruction_change,win.trojan.shiz,308074c02bdd861d3df97f2038e4fc356b07e25c4c76e8fcebe629f3e5865ee0.json,62.50%,37.50%
instruction_change,win.trojan.shiz,07ff6f151a2651e4889e19e31d8c7ad176dcbfaac4a7cf551d1961c70915a3be.json,53.12%,46.88%
instruction_change,win.trojan.shiz,31674aec7a24f7b517189babe2c1598cce8d48f0118b250795916c7a87e672f8.json,59.38%,40.62%
instruction_change,win.trojan.shiz,4f9761937d66a6357bae51564a5f704926abcf485bd0e5fe333c4696a708faf5.json,53.12%,46.88%
instruction_change,win.malware.qbot,cd46f316282baf20d52542a37447ab014b1e1905774403bea1b1e40d4ab57ea2.json,84.38%,15.62%
instruction_change,win.malware.qbot,1dd64f94e0701895d109acedac407579e1d9d63911655090d1db82229ade4e65.json,31.25%,68.75%
instruction_change,win.ransomware.gimemo,5682b2095af2c6cc53502b919c8b3ad941b03033f3bd43a8f9d3ff3cf7d82d4f.json,84.38%,15.62%
instruction_change,win.trojan.vb,36baa9c6108c13e5df0530a7f7dcc9783dda1fce2014a78aefd24b838ca1639e.json,81.25%,18.75%
instruction_change,win.trojan.vb,e61aa540ab75b1dee4146799c1c1bfca4ee780c014269365cbc8051ec921ca56.json,81.25%,18.75%
instruction_change,win.trojan.zbot,79e64922b8d9b22bf1b9300ffaaeef0ebdf73dbfa4838ed12a7565481c74a88b.json,84.38%,15.62%
instruction_change,win.trojan.zbot,eceba24027681cc42d2d2f3274bd3be8ed36b8e0036bbd7b9978cfc64eb5f6b5.json,21.88%,78.12%
instruction_change,win.trojan.zbot,1c766fa73e8e9e642109da0a68d981f7e4219776fb6ed5f2a2a5b4c618237138.json,78.12%,21.88%
instruction_change,win.trojan.zbot,52e417cbda9c47bbde2c18cec36d1babb1dc4f74978f5d555b59aef219a45fd6.json,84.38%,15.62%
instruction_change,win.trojan.zbot,6bb1ef63b50d872e597a6eed54fc907ac6c021cdd810e01cbc7aa18efdd5a5b7.json,40.62%,59.38%
instruction_change,win.trojan.zbot,77b4e4fed1ca2b0062df79f1a63630faa0a662170aa86a0fcdf283effe105435.json,84.38%,15.62%
instruction_change,win.trojan.zbot,1ab53d768d00f8b3100a9132efb7a4a7731417ee0b2c53bba283d7d9db906b06.json,84.38%,15.62%
instruction_change,win.trojan.5616,ad9bbeac7968e125cec0e857c8f7fc889e42b24566a6883a89c1c8bf36eab2b8.json,59.38%,40.62%
instruction_change,win.trojan.fareit,d8d31715c5e08214662737169d7af577b57fcbb225b2374d8bbd388fb6c0ae31.json,46.88%,53.12%
instruction_change,win.trojan.fareit,debefe54cb342f16f33e23b35391d28811199ac70506cca1f5979a5c2c470eed.json,53.12%,46.88%
instruction_change,win.trojan.fareit,cca86af16cafd6dc70730011081e9c5e5b6fcc80008cc3d9b5d5e255e69fdfff.json,37.50%,62.50%
instruction_change,win.trojan.fareit,21088627815f14202358a81eb3a1bf6f6389becb89a5b1c5eca2d6553f2d3aea.json,37.50%,62.50%
instruction_change,win.trojan.agent,e7da21c74673d1da1b06939533234efd3eecd0362195026aa5a1a3cab0c8d47b.json,84.38%,15.62%
instruction_change,win.trojan.agent,59ce30130ece5cd701a8dc15fc19a8fdd5307915556a40f4406082a456e9f65f.json,56.25%,43.75%
instruction_change,win.trojan.agent,4e3dc8abbdfb0f678a7b19a07b7972ac6ad850dfac68e53d6b1081551e647e66.json,84.38%,15.62%
instruction_change,win.trojan.agent,8328edd85fb8c50c541647152055b4cb0354f639da550131707a9ef8d45df57d.json,40.62%,59.38%
instruction_change,win.trojan.agent,9568ca6326047fc24ceba825c04e2598109523e8636afa9d528ce6cf0182a609.json,46.88%,53.12%
instruction_change,win.trojan.agent,18ce17d0db74a03f6e94143542914524b55d44584d905a6bd39da70a7dfb828e.json,37.50%,62.50%
instruction_change,win.trojan.agent,9bb4e7da44699fb06696c4edbfecd49475fd7dcd6219ead833ceb0e20868c70a.json,21.88%,78.12%
instruction_change,win.trojan.agent,bb0da8ada92d2d4694c9f143a088a55fe4a6e90d985d18e526ff248b4914b158.json,21.88%,78.12%
instruction_change,win.trojan.agent,27ed0cd5ce1f247a93662b87ccdf2d203f10877d42659833ccb40b5255775a29.json,50.00%,50.00%
instruction_change,win.trojan.agent,ce08a602a8437ca83480d55112b54ab821625b475cb954656fe4a37bdd1074d1.json,84.38%,15.62%
instruction_change,win.trojan.agent,9b869dec9ca84e92a237f1de8334851b20a518c6be5e5ff2c50fbaf36a38137a.json,84.38%,15.62%
instruction_change,win.trojan.agent,de4d16750f22cb2d9c41cddfc5e11c26a7bf19d0a7d15a8a6809999e4ef0c730.json,25.00%,75.00%
instruction_change,win.trojan.agent,5861ccd8d36a4a8a00d5e75c8673e0132ad1a5a267ae3e2bc7e5dbb962cf989e.json,40.62%,59.38%
